#{"t_start": 1755810326.851637, "env_id": "None"}
r,l,t
1361.194433,756,951.60225
777.791271,545,951.86607
813.583912,611,953.131639
1075.420764,835,953.536797
1194.96574,768,954.821887
960.532116,557,955.100715
897.448944,515,955.361008
1080.760737,722,969.415968
1140.739465,773,957.118674
998.861732,715,957.468127
999.093171,709,958.770813
1146.793509,683,959.088474
989.030616,689,959.429339
1162.842652,756,974.443111
1081.284856,825,961.156857
957.949157,977,961.628985
1336.714461,1000,963.038265
1004.477984,689,963.375592
1189.536224,601,964.637643
1272.130816,957,965.12928
895.747482,726,965.491392
1285.419336,1000,966.95551
1249.395203,973,967.439372
1042.1713,884,968.810947
1127.560314,1000,969.335182
1079.738042,1000,970.805822
1142.218008,1000,971.333359
961.207656,647,972.626573
1225.619964,1000,973.105492
1381.327221,1000,974.550695
1228.810971,1000,975.035569
1119.030238,1000,976.473876
1057.732153,727,976.82268
1192.424461,1000,977.315167
1194.497292,1000,978.742301
1166.71089,1000,979.287738
1122.615129,1000,994.451064
1206.172099,1000,981.262383
1239.668763,1000,982.675664
1059.792488,1000,983.160093
1168.400372,1000,984.619764
1220.696707,1000,985.187741
1094.294242,1000,986.601701
745.376566,580,986.878875
1499.940883,1000,988.341646
1042.35041,726,988.701671
1063.190993,775,989.07127
1206.082595,1000,990.591854
1257.772284,1000,991.103391
715.928728,425,991.313468
1242.74149,1000,992.796506
708.258886,461,993.021089
1342.229073,1000,994.501411
776.734949,533,994.761761
534.858817,330,994.927788
748.825793,520,995.193182
1108.046959,903,1010.289152
1546.48125,1000,1010.870062
1185.998321,845,1012.411643
670.737533,398,1012.620385
931.480217,639,1012.968705
1199.861516,1000,1014.388051
1186.160154,1000,1014.881931
1019.032061,701,1015.23928
1365.427516,1000,1016.669797
1039.303468,1000,1017.169262
857.589868,671,1018.417639
977.636041,582,1018.717686
1218.329051,707,1019.070868
1526.312961,1000,1020.473577
1006.644353,587,1020.774659
912.366226,579,1021.059545
1204.667809,1000,1022.524878
774.290892,739,1022.911874
1055.925695,845,1024.236989
372.887089,202,1024.337831
1262.264611,1000,1011.122403
889.109575,655,1012.346375
1154.38264,824,1012.765458
702.634276,392,1012.967728
1127.833911,770,1014.26692
620.99739,377,1014.456148
879.544401,507,1014.701025
1001.444923,813,1015.106306
1254.139485,1000,1016.764082
1262.269515,1000,1017.326627
1340.345818,1000,1018.771605
1038.082353,652,1019.114506
896.560888,587,1020.389513
317.735478,177,1020.466999
321.639834,168,1020.553439
630.094808,579,1034.569508
396.90661,200,1020.976165
277.296972,156,1021.054862
304.454238,162,1021.132419
349.768341,183,1021.231093
541.048982,577,1022.484318
296.911852,165,1022.565346
380.79785,181,1022.649394
283.963618,154,1022.722598
249.981926,149,1022.799011
257.12321,171,1022.880177
783.0949,502,1023.125522
1284.35889,1000,1024.620206
1186.911631,1000,1025.153057
1371.038534,1000,1026.623286
298.463081,225,1026.743922
321.569322,173,1026.831455
394.458095,194,1026.939523
408.767751,192,1027.042384
356.025455,183,1027.145874
764.553722,620,1027.466397
355.679928,179,1028.571737
477.220789,222,1028.67839
1201.460307,1000,1029.17751
1292.507848,1000,1044.440244
417.349801,197,1044.546597
826.699742,1000,1031.394758
424.789406,201,1031.51076
319.888947,172,1031.606866
840.538128,1000,1033.084051
1205.105548,1000,1033.60174
1192.457868,835,1034.9918
586.859928,616,1035.315012
1231.673024,895,1036.758257
217.146265,146,1036.820254
230.108893,146,1036.89857
267.207961,155,1036.981188
714.575499,692,1037.351047
926.910801,1000,1038.792616
637.575253,527,1039.057915
358.383143,204,1039.163735
1013.790685,1000,1039.674195
563.864361,564,1040.913727
683.394687,637,1041.247594
238.941771,150,1041.322493
1056.149895,757,1041.732292
353.615167,191,1042.800195
755.042484,686,1043.142563
1308.35479,1000,1043.675643
727.648668,598,1044.924189
928.071984,726,1045.320784
1065.336249,778,1045.709562
876.030165,838,1047.068271
905.899635,670,1047.433336
833.628387,735,1047.824217
927.39988,725,1049.169783
1202.720454,769,1049.584726
936.449133,628,1064.549035
801.266139,681,1051.222613
1230.390524,1000,1051.73604
1229.33259,1000,1053.14324
1382.64391,1000,1053.6885
1130.784904,851,1055.074807
1257.157504,1000,1055.612164
1230.736886,996,1057.02867
346.07101,179,1057.126214
1198.029575,1000,1057.653617
1311.126289,1000,1059.065485
1147.898371,840,1059.527322
1329.888608,940,1074.633231
324.355339,170,1061.028843
1069.865588,1000,1061.587542
764.2316,715,1062.871911
1125.017798,1000,1063.37237
399.690853,186,1063.489818
1398.600613,894,1064.882709
1371.346882,1000,1065.40664
1284.75871,900,1066.888024
1230.31537,1000,1067.395861
909.840306,631,1067.751842
1283.818814,1000,1069.205866
1304.330652,1000,1069.739242
750.152034,712,1071.113441
195.69594,158,1071.190917
1331.746494,1000,1071.707522
1322.270498,1000,1073.217624
1204.586704,1000,1073.74301
1428.111038,891,1075.184755
728.590535,576,1075.486454
855.536606,686,1089.543397
466.20608,444,1076.18565
1337.624489,1000,1079.253474
988.365622,768,1079.68371
1237.250887,1000,1081.243742
1157.015302,932,1081.74395
829.951045,599,1083.20791
1407.702822,1000,1083.781972
1250.451277,877,1084.318317
661.39876,630,1085.792668
1463.410644,917,1086.292155
1293.799563,945,1087.834487
1232.623944,1000,1088.429847
1125.746849,1000,1090.105056
926.794299,641,1090.462826
1294.00368,1000,1091.041508
1241.565576,1000,1092.537144
1353.371888,1000,1093.166905
897.020566,914,1094.655923
629.125341,373,1094.858023
1392.855428,1000,1096.435302
596.044927,724,1096.83084
901.295661,648,1097.220533
744.307697,425,1097.448608
1196.178558,885,1098.898754
1343.23101,851,1099.360044
1414.862641,983,1114.619932
926.942542,801,1101.387722
1277.753982,1000,1103.040134
1243.294442,1000,1103.570784
1173.543617,1000,1105.152312
1242.388393,889,1105.658376
659.170902,408,1105.881502
1162.843175,1000,1107.334047
1266.510369,931,1107.874232
1286.851021,1000,1109.263813
1067.126321,701,1109.60621
653.356165,647,1109.942603
1050.494278,821,1111.41833
1428.136529,916,1111.902369
966.456546,572,1112.176255
1278.761941,943,1113.692784
993.79002,659,1114.059816
537.720877,327,1114.226449
860.916606,653,1115.52492
1152.732576,1000,1129.740327
1112.601111,777,1117.466091
1271.24092,1000,1117.958371
704.515087,485,1118.199549
832.285414,530,1119.422788
1193.18605,1000,1119.9166
1143.521336,696,1120.260945
1230.500915,1000,1121.880234
412.505388,260,1122.012315
817.199403,534,1122.2735
600.246499,402,1122.48645
1275.274558,1000,1124.044195
1384.572911,1000,1124.604439
1525.334147,1000,1126.161497
1240.898697,1000,1126.687648
1415.591268,1000,1128.227078
533.242324,342,1128.396624
1289.106618,1000,1129.824801
690.183248,391,1129.999894
1264.356012,1000,1130.508475
1380.6484,1000,1131.90354
685.924983,427,1132.113574
1341.304164,1000,1132.609218
1614.789826,1000,1134.101834
1244.17234,1000,1134.594358
1404.430284,1000,1149.681648
1380.143958,1000,1136.48769
1328.489047,1000,1137.897045
1322.295907,1000,1138.390459
983.886795,761,1139.725142
1243.168456,891,1140.16011
914.660779,600,1140.45095
1501.690057,1000,1141.853546
1529.504976,1000,1142.341189
1738.061554,1000,1143.828375
1176.317032,877,1144.255819
1364.718354,1000,1145.712206
792.682618,519,1159.669283
367.229349,365,1146.15533
722.940218,533,1147.351181
899.122571,606,1147.671926
751.660395,548,1147.949284
796.8981,513,1148.196097
540.323692,365,1149.352001
884.696537,560,1149.62776
1332.100519,951,1150.128721
553.432523,348,1150.299177
821.293821,516,1151.552265
1430.596844,1000,1152.057771
571.654805,354,1152.22143
1697.657629,892,1153.685885
343.14401,276,1153.829769
1464.241928,930,1154.318877
598.01205,415,1155.546016
759.811565,470,1155.767849
426.191939,332,1155.936599
1623.747937,1000,1156.440291
1140.860436,821,1157.819571
343.117918,275,1157.954669
660.839044,391,1158.153293
670.624956,424,1158.35367
1777.774972,1000,1159.777422
637.616106,381,1159.967313
891.115166,531,1160.223962
1284.148338,768,1161.514289
1509.952634,1000,1162.006577
1762.782999,1000,1163.504487
817.923797,513,1163.795113
937.723865,594,1164.079907
1361.814103,1000,1165.513344
1467.81529,1000,1179.696452
1104.459664,848,1167.411716
812.098007,597,1167.690437
1573.540301,1000,1168.184266
1304.150743,1000,1169.571377
416.829975,320,1169.733637
1613.43672,1000,1171.172974
1388.627302,1000,1171.654961
642.02105,414,1171.852302
1425.949818,1000,1173.313186
874.337709,641,1173.619428
1302.892447,1000,1174.097419
1131.519973,723,1175.502665
558.229645,355,1175.676518
781.005927,552,1175.935241
754.865459,566,1177.160805
1485.223704,1000,1177.648129
937.439933,573,1177.922126
290.990545,222,1178.036546
525.174625,375,1179.174344
1386.012574,1000,1179.685391
1467.460727,1000,1194.766799
1095.467245,828,1181.476058
1376.447672,1000,1181.965671
770.395584,626,1183.296677
1470.612717,855,1183.705599
1217.766799,1000,1185.124486
990.378966,653,1185.470469
1413.501771,948,1185.948733
778.896086,525,1187.249813
1361.663311,918,1187.702009
1015.294763,587,1187.986262
1423.443282,997,1189.474872
1362.612584,839,1189.892701
1460.836566,1000,1191.401565
1351.744113,1000,1191.925217
1184.8754,1000,1193.311694
845.985395,592,1193.594603
661.315575,544,1193.867481
458.513719,242,1194.989031
465.150731,412,1195.185704
385.968183,402,1195.395297
1230.015724,1000,1195.922038
1521.183039,1000,1197.348853
1356.867685,895,1197.786648
1191.738444,995,1199.187928
1430.785215,845,1199.587805
1308.954965,1000,1200.973249
662.315358,496,1201.211512
618.060099,438,1201.430044
997.568082,888,1202.745546
1025.473804,1000,1203.232759
670.164719,502,1203.471828
1150.985879,859,1204.861043
1436.53483,1000,1205.371252
1292.796298,1000,1206.790838
1344.995979,1000,1207.282544
1211.483418,1000,1208.632238
798.942932,612,1208.925166
1297.185152,1000,1209.413461
1286.667559,1000,1210.915323
1157.686876,734,1211.360049
1375.667774,1000,1212.72241
1307.326972,1000,1213.22139
385.99143,192,1213.313752
1331.013091,1000,1214.775931
1284.804262,1000,1215.33762
1444.74212,1000,1216.80989
1534.788852,1000,1217.296489
1379.148227,1000,1218.71981
769.545372,549,1218.992608
837.284824,539,1219.256646
1206.659815,1000,1220.647718
854.79351,591,1220.96174
1296.607966,1000,1222.4082
1335.99743,1000,1222.893422
282.48229,171,1222.984488
1198.457707,838,1224.319626
768.109356,609,1224.621851
1176.191837,1000,1225.139677
1398.039762,1000,1226.539445
657.200184,438,1226.752654
1019.740829,698,1227.088939
1090.725171,754,1228.372756
1244.451259,1000,1228.87103
1230.042289,1000,1230.35229
1230.893718,1000,1230.85841
1154.024609,1000,1232.339566
1096.732361,1000,1232.829256
1205.027798,1000,1234.245249
1207.040789,1000,1234.75106
1398.721999,1000,1249.902092
1210.912423,1000,1236.701094
314.343948,168,1236.775954
907.85847,543,1237.937519
1340.291939,1000,1238.420562
1161.640532,1000,1239.91048
833.050952,552,1240.18979
948.846663,719,1240.549361
1362.951061,1000,1241.970574
1356.682887,1000,1242.47213
1370.176103,1000,1243.905955
723.155683,464,1244.120956
1374.788952,1000,1244.610669
907.512307,552,1245.848756
1257.380364,1000,1246.371901
527.259784,297,1246.511749
833.339778,508,1246.756483
1257.256974,1000,1248.300047
1327.87994,1000,1248.792593
1305.994166,1000,1250.131459
1316.600126,1000,1250.659576
508.082816,248,1251.659307
1320.952857,1000,1252.153181
789.674961,979,1253.627825
1077.341827,779,1253.994209
1143.540051,774,1254.363275
699.837758,442,1255.53253
1269.654665,1000,1256.019681
1232.065483,767,1256.394013
1078.960239,1000,1257.869506
723.248759,427,1258.077396
386.656905,200,1258.170957
1350.636746,1000,1259.631539
1407.720229,814,1260.027414
1272.183025,1000,1261.508848
943.634425,597,1261.794231
850.634438,466,1262.023469
763.462334,425,1262.227021
881.793899,509,1263.353061
1338.586135,1000,1263.833615
1453.127617,1000,1264.326383
1127.961225,683,1265.615799
823.130301,472,1265.842366
684.90824,416,1266.040956
536.497887,291,1279.876877
746.576273,447,1267.315446
1050.119696,598,1267.620055
659.986982,461,1267.857657
425.765186,221,1267.970222
780.059302,432,1268.175567
929.248747,563,1269.417434
428.5448,223,1269.522401
1269.91845,1000,1270.017588
396.596524,213,1270.122156
390.885819,211,1284.881674
459.194764,244,1284.993241
914.105334,633,1271.60164
484.223516,243,1271.714971
918.516495,575,1271.993456
737.556915,692,1273.271251
409.030904,209,1273.374269
638.076146,369,1273.54448
857.531073,572,1273.822392
871.683365,517,1274.971718
709.446516,489,1275.203447
634.326062,434,1275.442537
1194.047256,895,1275.879214
751.724237,477,1277.043221
905.312835,551,1277.307244
646.970918,383,1277.511802
944.413506,725,1277.874642
850.960375,518,1279.09238
879.945476,481,1279.325934
801.418513,552,1279.606212
498.628047,263,1279.734789
677.242564,424,1280.92415
797.682289,487,1294.881865
862.657011,560,1281.47227
445.473964,232,1281.588031
1408.372569,1000,1283.013091
1462.042477,1000,1283.509909
983.98874,706,1283.870705
980.633134,640,1285.153761
927.132129,575,1285.460217
951.758515,657,1285.776034
486.460708,264,1286.813594
476.823011,246,1286.932184
983.264507,581,1287.205204
510.698272,284,1287.345761
742.854271,468,1287.565386
1040.723895,789,1288.887328
429.194962,243,1289.003831
1367.819759,1000,1289.50856
568.024407,297,1289.650167
631.62128,378,1290.790443
486.530353,227,1290.900342
994.255373,792,1304.968028
542.671279,278,1291.402547
562.353095,452,1291.616959
1082.517966,1000,1293.05665
1112.665915,1000,1293.541893
1139.011177,1000,1294.954018
408.623874,208,1295.052049
865.194257,560,1295.314187
811.643879,508,1296.525321
659.726862,730,1296.869753
1376.929312,1000,1297.353585
430.512921,212,1298.438033
440.671797,232,1298.543059
630.917894,385,1298.721135
441.862064,219,1298.827989
1058.727784,670,1299.158289
1254.411453,1000,1300.534299
1187.286302,687,1300.86173
476.101192,243,1300.978351
1634.581238,1000,1302.479665
1048.438977,925,1302.948987
744.463229,432,1303.151962
462.612988,241,1303.265734
491.800504,243,1304.293549
731.750317,457,1304.510151
1230.584215,900,1304.949053
1324.404127,1000,1320.028816
1558.906797,1000,1306.872609
484.138234,226,1306.986207
621.286006,309,1307.130258
1186.496199,740,1308.407322
1269.910628,1000,1308.939835
383.016831,232,1309.051895
1429.62037,1000,1310.500212
454.314685,221,1310.610089
1398.253012,1000,1312.047392
1300.805423,1000,1312.53553
1164.98238,791,1312.914395
1497.097882,1000,1314.450039
965.18995,584,1314.744197
589.518038,277,1314.873942
808.454898,514,1316.094656
1297.570696,1000,1316.609346
516.946178,250,1316.73108
1172.618576,730,1318.021806
1374.742123,1000,1318.507942
533.136648,279,1318.645738
1040.751391,826,1319.978734
496.65703,241,1320.09757
1551.760715,1000,1320.661769
907.757959,601,1320.972123
691.080517,435,1322.141638
412.446436,199,1322.235792
1182.421143,1000,1322.722436
587.423526,288,1322.865901
249.961716,153,1322.93802
576.44519,266,1324.045957
889.920018,544,1324.305396
1073.444505,705,1324.64784
485.341774,252,1324.772773
1435.366926,1000,1339.985191
889.939633,530,1326.5549
817.706066,558,1326.824916
423.954854,212,1326.926623
1332.501932,1000,1328.366676
1109.406237,683,1328.705407
1423.84306,1000,1330.189746
1167.302576,839,1330.594274
476.15137,252,1330.712935
1232.124521,1000,1332.194509
1365.574303,1000,1332.675116
319.33908,167,1332.749102
1180.943834,1000,1334.200538
1319.773684,928,1334.662861
1048.580576,609,1335.935337
577.22557,325,1336.10478
1116.48278,838,1336.542578
1402.230578,1000,1338.051413
1270.81286,1000,1338.558256
1199.358892,1000,1339.935512
690.508332,403,1340.1236
1061.338156,609,1340.424784
1385.675625,1000,1341.888988
1301.745925,810,1342.281178
1291.991937,1000,1342.789356
1102.566292,573,1344.044085
720.145133,471,1344.289877
1041.144315,794,1344.705259
1145.464976,1000,1346.144511
1504.067409,1000,1346.625222
939.012081,811,1347.919209
1042.125792,915,1348.363934
773.167265,503,1348.609913
1031.989589,893,1350.000059
941.498409,796,1350.385687
792.580012,679,1351.690412
1335.882442,1000,1352.18401
936.796943,754,1352.56216
857.535628,717,1353.868551
1272.594261,1000,1354.351685
1153.422996,993,1355.819488
1056.64914,1000,1369.994964
595.313074,523,1357.582465
382.055519,200,1357.677221
980.794743,773,1358.054877
1046.135025,1000,1358.540679
1343.056193,1000,1359.983219
819.308198,620,1360.289644
1244.340213,936,1361.689176
1084.765174,794,1362.076079
1644.599396,1000,1363.547126
1487.851934,1000,1364.030831
403.369986,223,1364.137326
903.624091,526,1364.390268
1083.130248,1000,1365.859712
1059.491714,658,1366.180488
985.40953,903,1367.664744
840.871803,680,1368.059046
1335.548635,1000,1369.479307
1375.597351,1000,1370.025376
866.641625,541,1370.304685
988.569071,651,1371.495021
573.480013,314,1371.665415
1176.903835,1000,1372.206115
1268.43851,1000,1373.613779
1364.306498,1000,1374.134486
911.412692,536,1374.407602
404.726442,234,1375.541361
1285.694888,1000,1376.10181
1107.497915,1000,1377.47115
1157.940507,846,1377.906937
1180.797225,957,1378.393824
379.96099,205,1379.410062
368.530258,198,1379.502156
420.265203,210,1379.604611
1209.066025,948,1380.096171
449.309599,545,1380.381707
391.932219,199,1395.072548
1100.903592,1000,1381.90301
452.119323,232,1382.019133
342.15324,185,1382.103565
371.280525,193,1382.204736
398.23664,202,1382.316252
1147.501564,1000,1383.726312
378.720394,191,1383.820392
1087.798024,825,1384.238415
1214.732338,1000,1385.720957
1359.275242,918,1386.188535
412.051327,202,1386.289056
369.461552,194,1387.247489
376.916717,194,1387.348979
394.153379,203,1387.469538
1391.982499,1000,1387.966311
357.46411,181,1388.050714
424.684766,215,1388.154844
416.955193,208,1389.179742
441.293336,230,1389.298406
532.864819,541,1389.594982
391.062941,209,1389.706988
383.859672,186,1389.812438
1406.204023,1000,1391.304604
1049.192178,577,1391.580574
1209.965172,1000,1392.083189
449.122997,226,1393.147364
378.909993,194,1393.235405
820.753922,491,1393.465098
380.273688,200,1393.560706
1092.234522,653,1393.877095
827.145179,504,1394.129326
1365.062832,893,1395.512357
461.513951,230,1395.62256
429.532605,227,1395.731058
417.151252,209,1395.83455
1164.321828,1000,1397.342
684.671011,685,1397.682873
423.410122,417,1397.894463
377.277906,194,1397.989028
1127.61336,1000,1399.476361
371.083832,189,1399.564636
1206.734753,1000,1400.069199
396.743298,337,1401.133884
414.66917,257,1401.257997
333.65016,317,1415.100032
254.450573,161,1415.176996
397.955898,381,1401.686259
398.310655,249,1401.809087
205.945748,175,1401.891616
761.029252,579,1403.078578
364.117729,362,1403.261842
319.500717,279,1403.397507
797.159087,750,1403.767333
401.049357,204,1403.863014
404.336223,213,1404.898515
588.331117,297,1405.047129
350.406188,191,1405.150832
1371.578487,1000,1405.673171
371.630871,190,1405.763435
280.239443,255,1405.885183
439.24519,229,1406.979077
565.557718,532,1407.237432
358.58099,233,1407.348872
566.122093,547,1407.629601
856.833716,807,1408.984307
505.247112,495,1409.22575
489.081818,538,1409.506162
329.114371,180,1409.59329
407.038351,211,1409.694357
372.165897,255,1409.821287
660.849495,628,1411.09602
804.389454,602,1411.3832
678.087707,676,1411.735565
278.353083,163,1411.812038
481.431756,246,1412.849467
572.628291,542,1413.113742
421.07542,242,1413.229103
352.917343,318,1413.384412
1156.672164,1000,1414.919849
349.789194,350,1415.088434
322.386869,224,1415.198581
320.670409,316,1415.357327
1182.213274,911,1415.839494
254.618365,155,1416.868291
183.170981,141,1416.928438
450.785299,470,1417.164245
450.158201,404,1417.359848
200.097633,152,1417.433464
1162.970794,891,1418.867259
808.014083,734,1419.230809
421.985195,378,1419.409171
482.378869,244,1419.528241
579.697246,474,1419.76277
753.727294,545,1420.917886
370.923256,207,1421.017618
807.314105,674,1421.346364
991.936015,899,1422.723147
385.99718,211,1422.820347
192.479128,139,1422.877812
206.495147,149,1422.947637
501.974881,452,1423.170527
357.950381,184,1423.256686
438.967154,203,1423.356128
254.493024,160,1423.43306
562.066422,520,1424.665709
229.461161,153,1424.731631
1120.426646,1000,1425.241472
580.228362,590,1425.554063
497.319478,489,1426.722692
1086.897857,1000,1427.219903
338.172107,224,1427.325277
330.990717,182,1427.412014
567.533235,506,1428.642339
599.030637,578,1428.926579
1641.246348,1000,1429.421969
801.540308,765,1430.819557
188.750931,139,1430.888878
192.161228,141,1430.956584
1846.93952,1000,1445.149548
488.031406,398,1432.605156
1239.629712,863,1433.029774
620.363029,580,1433.317711
449.865236,236,1433.430299
411.546418,395,1434.49066
852.999118,769,1434.883337
249.316891,169,1434.962099
852.896899,664,1435.28885
383.162547,201,1435.403274
286.66534,181,1436.371442
507.936967,291,1450.210033
195.579235,150,1436.598744
663.38635,725,1437.006391
389.804204,220,1437.112294
1352.693378,1000,1438.529077
1006.101568,1000,1439.059367
193.065093,147,1439.126967
1763.829367,1000,1440.600272
207.322075,173,1440.683104
1333.091068,1000,1441.197909
316.224101,375,1442.324884
181.268891,158,1442.392486
364.546086,431,1442.607607
168.20504,175,1442.68844
380.214635,443,1442.9066
369.620563,357,1443.088884
187.241571,168,1443.169596
209.478056,227,1443.276257
202.408653,238,1444.29022
175.969614,172,1444.370286
656.112171,718,1444.722055
195.790979,200,1444.822385
884.692914,716,1445.186026
185.371239,174,1446.176802
918.899478,810,1460.266245
187.675369,170,1446.657987
1008.963131,842,1447.075533
1480.028974,879,1448.404166
190.679423,161,1448.483784
376.013561,275,1448.62211
813.60817,708,1448.983154
610.637593,754,1450.25386
1223.242734,1000,1450.748491
1286.486888,985,1452.174204
344.796696,237,1452.296541
194.174605,183,1452.376343
1147.746981,1000,1452.867105
1471.703423,1000,1454.311934
252.419625,287,1454.465162
985.231341,827,1454.885726
240.523046,256,1456.016495
1523.448383,1000,1470.20223
221.214263,274,1456.649463
355.546951,221,1456.762638
646.008049,678,1458.061459
211.795351,173,1458.143911
309.928128,311,1458.294702
428.055992,418,1458.501837
1652.738121,992,1459.982273
512.660753,496,1460.237295
355.791512,390,1460.440828
217.971695,248,1460.561702
192.913035,177,1460.643777
1468.109421,1000,1462.043204
187.252913,176,1462.128921
536.944133,556,1462.402231
400.399639,502,1462.645433
570.245718,702,1463.935171
210.48982,175,1464.025692
195.601063,195,1464.13632
228.813827,190,1464.227782
675.248503,676,1464.557665
418.80058,449,1464.790209
216.121282,209,1465.856798
198.761697,172,1465.936065
586.622622,733,1466.308503
262.999096,238,1466.425161
167.448571,139,1466.490059
160.280342,150,1480.239851
806.640346,771,1467.848932
325.033858,393,1468.042799
270.389301,366,1468.220266
269.356963,363,1468.426229
364.218849,442,1468.633336
1091.49064,881,1469.966904
741.042623,717,1470.321475
297.764779,362,1470.509362
1220.584441,1000,1471.945275
444.209405,552,1472.211771
875.152701,1000,1473.655087
1004.615874,611,1473.95057
393.083538,434,1474.161249
1233.715339,1000,1475.581333
252.245808,294,1475.729014
349.550468,415,1475.924087
1034.414921,1000,1476.423481
253.905959,188,1477.559851
1597.626124,1000,1478.043673
1141.020596,1000,1479.496385
422.736308,508,1479.752923
792.601517,698,1480.086168
1036.777161,852,1481.473093
1069.614245,1000,1481.979272
729.538524,877,1482.402525
1080.996042,1000,1483.836994
1040.221411,1000,1484.33231
196.717766,166,1485.351825
1129.063206,1000,1485.857974
1239.405461,1000,1486.349971
1410.575318,885,1487.783653
1108.636054,1000,1488.284948
1082.307756,724,1489.63633
909.969233,875,1490.089984
572.893998,425,1490.320555
1351.645477,1000,1491.848913
1106.855895,976,1492.37745
791.832762,1000,1493.786075
950.53122,695,1494.157567
1386.115479,1000,1495.598518
1249.787637,1000,1496.122456
615.031031,484,1496.368016
382.259596,498,1497.562638
1317.328546,1000,1498.092597
585.232603,566,1498.390007
1118.823832,1000,1499.970802
860.734604,728,1500.382138
1012.104296,1000,1501.867515
536.599545,327,1502.054138
1321.83759,979,1502.542415
939.210361,812,1503.810261
1332.954352,913,1504.295691
816.067271,794,1505.691817
937.007154,592,1505.991509
838.193561,637,1506.347791
816.709086,506,1520.313875
758.88563,493,1507.838429
741.62244,481,1508.074792
856.569571,657,1508.420757
1243.538357,1000,1509.840484
670.799306,476,1510.084556
1077.528085,1000,1510.620036
1048.405433,624,1511.925615
1089.841558,1000,1512.445502
1363.814901,1000,1513.964223
453.82627,261,1514.113399
1114.201921,1000,1514.705957
1549.803122,990,1516.101364
564.352558,452,1516.351672
1242.576232,1000,1517.8282
1415.269111,1000,1518.384558
1282.834774,1000,1519.950547
662.335341,516,1520.215482
1542.689863,859,1520.644264
786.838269,698,1521.950124
827.307086,540,1522.219783
1427.807569,1000,1522.751653
395.156006,217,1522.874833
641.98154,407,1523.950253
1148.160768,606,1524.245909
1012.220029,727,1524.609966
887.774194,724,1525.85198
472.145676,250,1525.986308
663.835826,397,1526.195708
991.735953,782,1540.308079
1311.315416,952,1528.153596
1501.646056,872,1528.60554
562.061105,284,1528.767681
1061.261479,629,1530.065855
420.428003,235,1530.186581
393.144437,220,1530.306259
1223.474673,1000,1530.826185
959.920742,626,1532.082251
453.232604,278,1532.215265
447.893569,233,1532.32948
994.155212,676,1532.7098
428.577563,233,1532.822934
1243.554326,727,1534.141002
1394.696405,1000,1534.662176
993.332544,601,1534.968566
1292.833051,1000,1536.416831
535.54283,362,1536.594298
1287.306156,1000,1538.021633
1003.379981,835,1538.458858
1228.425202,834,1538.912999
1027.809358,629,1540.184303
1017.245399,813,1540.611804
1209.821731,1000,1542.074075
429.088872,220,1542.180239
825.689171,487,1542.4276
869.853735,717,1542.818009
1060.71804,662,1544.091986
440.521051,236,1544.212909
1086.337969,783,1544.62253
1381.52875,1000,1546.048767
1095.865067,842,1546.489362
1130.568127,789,1546.896523
994.991078,571,1548.090979
1406.337215,914,1548.564466
791.789959,529,1548.838105
1245.160593,830,1550.18895
994.474513,595,1550.484041
982.562987,597,1550.797743
699.310296,405,1551.813099
883.469673,1000,1552.34498
340.431848,180,1552.439989
1301.339752,1000,1553.792723
871.447068,524,1554.071638
1218.616042,1000,1554.610013
1049.76287,564,1555.9463
1084.476732,1000,1556.540692
1163.679403,1000,1558.049652
1217.8251,698,1558.413153
942.208347,785,1558.834797
1283.618168,1000,1560.337509
1225.792472,1000,1560.895168
1310.6662,881,1562.261837
1450.49304,1000,1562.821177
1378.010417,1000,1564.305891
749.346663,430,1564.520199
993.131071,659,1564.891069
307.941228,168,1564.974373
1117.256526,694,1566.254169
1348.173697,1000,1580.469475
1498.756043,1000,1568.161786
339.614652,193,1568.261815
1264.996004,985,1568.774901
604.57581,317,1568.933559
1242.584208,1000,1570.425601
1197.679441,1000,1570.991608
952.985851,673,1572.272641
1395.597041,1000,1572.801027
697.273411,425,1573.018189
1039.208016,854,1574.386066
1228.900135,715,1574.775724
832.033439,503,1575.031348
694.468259,408,1576.19508
416.066259,211,1576.307421
938.793966,541,1576.580687
963.873103,892,1577.038424
1136.853598,757,1578.304375
1246.753722,1000,1578.835065
1322.016483,1000,1580.236441
633.253027,347,1580.424822
973.285724,554,1580.698042
642.60574,410,1580.907646
683.274555,383,1582.051927
1315.538551,798,1582.483517
480.317382,250,1582.622785
1508.334061,994,1584.088592
1241.898822,733,1584.473768
1061.467357,647,1584.806603
434.053372,217,1584.914414
1069.536973,576,1586.174682
1137.94527,979,1586.672855
1435.656258,1000,1588.114622
1160.638924,919,1588.615184
460.4875,232,1588.734963
644.403539,375,1588.936975
337.247134,193,1589.980252
1295.521153,766,1590.382698
1304.860323,1000,1590.913927
338.158934,187,1591.011858
1211.502875,751,1592.407469
1119.772204,622,1592.724442
1008.3986,642,1593.055092
1066.014943,783,1594.352121
405.877825,201,1594.456798
1167.05191,859,1594.889692
895.208409,769,1596.261686
1022.929303,746,1596.673002
1109.968966,698,1597.049367
1340.773973,1000,1598.429167
1095.070199,766,1598.84976
1345.675159,866,1600.266359
679.985414,405,1600.473436
838.660192,527,1600.746092
1217.174601,761,1602.086625
1191.727081,691,1602.429401
1270.922496,681,1602.799178
515.054082,300,1602.9593
313.632044,171,1603.041384
